DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2019-08-15 00:00:00;8;7;0;2;2;3;3;2;3;9;7;1;0
2019-08-15 00:15:00;6;2;2;5;4;15;15;6;7;12;8;6;2
2019-08-15 00:30:00;13;5;2;5;2;12;14;8;6;7;3;3;2
2019-08-15 00:45:00;16;2;2;0;1;9;12;5;4;7;3;1;2
2019-08-15 01:00:00;9;5;0;4;1;7;10;7;3;11;12;7;1
2019-08-15 01:15:00;10;4;2;5;3;11;10;5;3;8;3;1;2
2019-08-15 01:30:00;10;3;2;2;4;4;4;3;3;4;3;2;2
2019-08-15 01:45:00;9;3;1;1;0;8;5;4;0;1;2;4;1
2019-08-15 02:00:00;12;2;0;4;2;9;11;4;1;2;1;0;0
2019-08-15 02:15:00;6;5;0;3;2;7;3;5;4;7;3;0;0
2019-08-15 02:30:00;10;6;1;3;2;7;7;0;1;4;2;1;1
2019-08-15 02:45:00;6;3;2;0;3;6;7;3;3;8;3;0;2
2019-08-15 03:00:00;8;3;2;2;0;5;1;2;2;10;6;1;1
2019-08-15 03:15:00;1;2;2;0;2;4;4;1;1;1;0;0;2
2019-08-15 03:30:00;9;1;0;0;2;0;1;3;5;3;1;0;0
2019-08-15 03:45:00;1;0;1;4;2;6;7;5;1;1;1;0;1
2019-08-15 04:00:00;6;0;2;0;0;7;7;0;0;1;1;0;2
2019-08-15 04:15:00;3;2;0;1;2;4;1;1;1;4;2;1;0
2019-08-15 04:30:00;3;1;2;0;0;6;9;2;0;0;0;0;2
2019-08-15 04:45:00;8;0;0;3;3;5;8;2;0;2;1;0;0
2019-08-15 05:00:00;3;0;4;0;6;6;6;3;3;1;1;0;4
2019-08-15 05:15:00;6;1;1;2;4;7;5;1;1;1;1;0;1
2019-08-15 05:30:00;3;0;3;3;3;5;7;5;1;1;0;0;3
2019-08-15 05:45:00;7;3;4;3;9;9;10;3;1;2;1;0;4
2019-08-15 06:00:00;9;6;4;4;4;12;7;1;0;3;3;0;3
2019-08-15 06:15:00;10;1;1;1;4;7;4;1;2;2;2;0;1
2019-08-15 06:30:00;7;0;0;4;9;7;6;5;4;2;1;1;0
2019-08-15 06:45:00;4;1;1;2;5;13;7;1;1;0;3;3;1
2019-08-15 07:00:00;5;4;4;2;6;10;8;2;0;4;3;1;4
2019-08-15 07:15:00;9;2;1;4;8;9;11;2;3;4;2;0;1
2019-08-15 07:30:00;13;4;2;10;5;13;12;5;2;5;6;0;2
2019-08-15 07:45:00;9;1;5;12;8;12;15;6;3;7;6;1;5
2019-08-15 08:00:00;13;4;3;7;9;9;9;7;4;15;17;3;3
2019-08-15 08:15:00;14;6;4;14;9;20;15;8;8;14;16;2;4
2019-08-15 08:30:00;16;6;4;14;14;20;20;16;9;17;5;6;4
2019-08-15 08:45:00;16;3;6;20;15;19;17;15;9;15;14;9;6
2019-08-15 09:00:00;18;6;7;10;6;19;15;11;8;17;8;1;7
2019-08-15 09:15:00;13;9;4;19;14;21;14;11;7;18;16;1;4
2019-08-15 09:30:00;23;6;4;11;19;20;17;7;8;9;12;3;4
2019-08-15 09:45:00;19;12;9;18;17;25;26;16;14;15;13;2;10
2019-08-15 10:00:00;23;8;7;15;23;27;29;12;7;18;13;2;7
