DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-09-21 00:00:00;13;9;24;7;12;3;3;2;6;7;0;0;0;0
2019-09-21 00:15:00;14;7;26;4;15;12;5;2;7;6;0;0;0;0
2019-09-21 00:30:00;11;18;32;10;12;13;6;2;7;8;0;0;0;0
2019-09-21 00:45:00;6;3;17;8;11;9;3;0;4;5;0;0;0;0
2019-09-21 01:00:00;6;4;13;6;6;5;8;2;8;6;0;0;0;0
2019-09-21 01:15:00;13;4;13;4;16;8;8;1;8;8;0;0;0;0
2019-09-21 01:30:00;3;5;19;4;9;7;6;3;2;4;0;0;0;0
2019-09-21 01:45:00;3;2;15;3;8;4;6;2;1;3;0;0;0;0
2019-09-21 02:00:00;8;6;14;4;3;3;7;2;6;6;0;0;0;0
2019-09-21 02:15:00;5;3;13;2;11;7;1;0;7;4;0;0;0;0
2019-09-21 02:30:00;3;5;12;2;11;7;4;2;1;0;0;0;0;0
2019-09-21 02:45:00;5;4;9;2;6;2;2;1;4;2;0;0;0;0
2019-09-21 03:00:00;3;5;8;0;3;7;3;0;0;0;0;0;0;0
2019-09-21 03:15:00;6;5;6;1;5;5;4;1;3;3;0;0;0;0
2019-09-21 03:30:00;3;5;8;1;3;2;3;3;1;4;0;0;0;0
2019-09-21 03:45:00;3;4;6;2;4;6;2;0;2;3;0;0;0;0
2019-09-21 04:00:00;6;6;3;0;3;1;0;0;1;4;0;0;0;0
2019-09-21 04:15:00;3;5;11;1;6;5;2;0;3;2;0;0;0;0
2019-09-21 04:30:00;6;7;5;1;1;3;3;0;2;6;0;0;0;0
2019-09-21 04:45:00;7;16;11;1;3;4;2;2;6;4;0;0;0;0
2019-09-21 05:00:00;25;33;9;2;6;4;5;0;4;8;0;0;0;0
2019-09-21 05:15:00;56;58;15;4;6;3;9;1;5;5;0;0;0;0
2019-09-21 05:30:00;32;33;24;8;9;6;11;0;15;13;0;0;0;0
2019-09-21 05:45:00;15;15;24;3;14;9;4;1;35;51;0;0;0;0
2019-09-21 06:00:00;4;7;13;2;20;14;4;1;38;62;0;0;0;0
2019-09-21 06:15:00;9;9;17;2;25;9;7;2;21;27;0;0;0;0
2019-09-21 06:30:00;14;10;21;7;19;14;8;3;11;13;0;0;0;0
2019-09-21 06:45:00;13;8;23;7;16;16;10;4;17;13;0;0;0;0
2019-09-21 07:00:00;14;6;20;5;15;14;6;0;10;11;0;0;0;0
2019-09-21 07:15:00;12;11;23;9;28;24;9;2;12;15;0;0;0;0
2019-09-21 07:30:00;16;13;31;7;23;25;17;5;9;7;0;0;0;0
2019-09-21 07:45:00;23;20;38;12;25;23;23;8;28;23;0;0;0;0
2019-09-21 08:00:00;20;14;40;15;22;27;15;8;22;12;0;0;0;0
2019-09-21 08:15:00;25;22;48;15;39;30;16;5;31;18;0;0;0;0
2019-09-21 08:30:00;25;22;56;25;47;41;23;9;21;20;0;0;0;0
2019-09-21 08:45:00;32;33;64;23;39;39;28;10;23;26;0;0;0;0
2019-09-21 09:00:00;28;25;66;37;47;44;23;10;30;30;0;0;0;0
2019-09-21 09:15:00;33;31;71;34;55;36;28;14;20;24;0;0;0;0
2019-09-21 09:30:00;43;31;88;32;50;50;29;11;28;32;0;0;0;0
2019-09-21 09:45:00;48;33;86;37;60;46;37;14;32;45;0;0;0;0
2019-09-21 10:00:00;37;39;89;37;52;57;33;10;35;43;0;0;0;0
2019-09-21 10:15:00;52;46;88;37;52;49;34;11;42;38;0;0;0;0
2019-09-21 10:30:00;39;34;106;43;58;52;35;24;47;40;0;0;0;0
2019-09-21 10:45:00;40;39;91;41;82;73;32;17;42;40;0;0;0;0
2019-09-21 11:00:00;42;44;103;40;77;59;27;7;45;33;0;0;0;0
2019-09-21 11:15:00;48;42;122;51;76;60;26;15;44;37;0;0;0;0
2019-09-21 11:30:00;73;47;108;64;73;61;31;18;38;37;0;0;0;0
2019-09-21 11:45:00;49;38;110;78;79;66;29;17;47;45;0;0;0;0
2019-09-21 12:00:00;42;39;97;69;83;59;42;16;45;54;0;0;0;0
2019-09-21 12:15:00;58;33;91;69;77;73;32;9;41;42;0;0;0;0
2019-09-21 12:30:00;49;40;102;76;85;70;37;15;40;40;0;0;0;0
2019-09-21 12:45:00;51;41;95;57;75;56;42;17;42;37;0;0;0;0
2019-09-21 13:00:00;50;37;100;49;94;67;33;17;39;47;0;0;0;0
2019-09-21 13:15:00;48;32;121;80;77;75;39;17;47;40;0;0;0;0
2019-09-21 13:30:00;58;40;94;63;72;72;30;12;52;43;0;0;0;0
2019-09-21 13:45:00;69;56;112;67;70;72;42;19;31;45;0;0;0;0
2019-09-21 14:00:00;55;46;100;47;67;72;37;18;57;43;0;0;0;0
2019-09-21 14:15:00;63;36;102;56;87;67;30;15;61;55;0;0;0;0
2019-09-21 14:30:00;47;35;95;45;70;62;41;23;78;77;0;0;0;0
2019-09-21 14:45:00;58;33;99;69;92;69;34;17;68;65;0;0;0;0
2019-09-21 15:00:00;52;39;96;60;71;63;33;13;45;39;0;0;0;0
2019-09-21 15:15:00;65;35;84;57;71;64;34;11;48;43;0;0;0;0
2019-09-21 15:30:00;56;39;93;60;70;65;33;11;49;43;0;0;0;0
2019-09-21 15:45:00;45;45;104;61;79;57;42;16;44;34;0;0;0;0
2019-09-21 16:00:00;40;41;84;56;84;76;34;10;42;46;0;0;0;0
2019-09-21 16:15:00;51;47;86;54;89;84;32;13;42;47;0;0;0;0
2019-09-21 16:30:00;57;43;89;51;75;59;32;12;42;42;0;0;0;0
2019-09-21 16:45:00;57;38;87;54;86;75;31;11;43;32;0;0;0;0
2019-09-21 17:00:00;54;33;85;45;68;61;26;18;44;39;0;0;0;0
2019-09-21 17:15:00;66;32;94;45;78;52;33;16;46;38;0;0;0;0
2019-09-21 17:30:00;46;37;89;50;81;54;35;14;44;40;0;0;0;0
2019-09-21 17:45:00;61;39;93;54;78;73;37;21;37;50;0;0;0;0
2019-09-21 18:00:00;49;36;99;49;77;69;35;13;43;34;0;0;0;0
2019-09-21 18:15:00;55;40;93;55;67;68;31;12;43;41;0;0;0;0
2019-09-21 18:30:00;47;33;86;48;75;63;30;13;27;36;0;0;0;0
2019-09-21 18:45:00;30;31;81;44;69;63;25;10;31;31;0;0;0;0
2019-09-21 19:00:00;50;39;85;40;86;89;23;13;28;34;0;0;0;0
2019-09-21 19:15:00;50;46;66;36;63;37;27;12;30;36;0;0;0;0
2019-09-21 19:30:00;52;38;79;41;85;59;32;14;32;44;0;0;0;0
2019-09-21 19:45:00;53;39;75;35;79;52;31;15;42;41;0;0;0;0
2019-09-21 20:00:00;45;47;49;24;81;70;28;19;36;34;0;0;0;0
2019-09-21 20:15:00;35;34;53;27;67;58;19;6;37;28;0;0;0;0
2019-09-21 20:30:00;33;31;45;19;47;33;26;10;19;29;0;0;0;0
2019-09-21 20:45:00;31;13;41;25;39;31;27;8;21;20;0;0;0;0
2019-09-21 21:00:00;26;27;51;17;46;33;22;6;16;21;0;0;0;0
2019-09-21 21:15:00;28;20;40;13;38;29;16;6;23;22;0;0;0;0
2019-09-21 21:30:00;30;21;49;22;34;19;19;4;22;17;0;0;0;0
2019-09-21 21:45:00;18;19;31;9;38;22;21;7;14;22;0;0;0;0
2019-09-21 22:00:00;31;20;36;16;41;31;18;8;19;21;0;0;0;0
2019-09-21 22:15:00;23;17;49;16;27;23;15;8;29;22;0;0;0;0
2019-09-21 22:30:00;27;11;40;17;34;32;20;8;26;23;0;0;0;0
2019-09-21 22:45:00;26;18;42;20;36;27;10;4;15;15;0;0;0;0
2019-09-21 23:00:00;30;10;36;15;31;20;16;3;13;11;0;0;0;0
2019-09-21 23:15:00;12;10;21;5;27;13;19;6;18;13;0;0;0;0
2019-09-21 23:30:00;27;17;38;13;28;23;10;6;14;8;0;0;0;0
2019-09-21 23:45:00;21;13;37;11;23;12;11;6;9;9;0;0;0;0
