DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-10-27 00:00:00;19;11;5;8;3;16;10;1;4;9;1
2019-10-27 00:15:00;21;17;4;16;4;24;15;1;4;8;2
2019-10-27 00:30:00;22;17;6;9;5;19;14;4;3;6;1
2019-10-27 00:45:00;17;15;3;7;1;21;17;7;8;9;1
2019-10-27 01:00:00;18;8;2;11;5;21;14;1;3;8;5
2019-10-27 01:15:00;21;11;5;5;3;15;5;2;5;6;2
2019-10-27 01:30:00;15;10;4;6;4;13;14;3;2;10;3
2019-10-27 01:45:00;23;18;6;7;3;11;6;2;2;8;0
2019-10-27 02:00:00;15;15;4;5;4;14;7;1;3;6;2
2019-10-27 02:15:00;18;13;2;3;5;17;9;0;2;5;0
2019-10-27 02:30:00;17;12;2;5;3;11;10;1;1;6;1
2019-10-27 02:45:00;16;8;3;4;2;18;12;2;0;4;2
2019-10-27 02:00:00;24;18;5;7;4;22;12;3;3;7;2
2019-10-27 02:15:00;30;20;5;5;7;25;12;0;3;8;2
2019-10-27 02:30:00;19;14;4;8;4;20;16;4;1;9;2
2019-10-27 02:45:00;26;14;4;5;3;25;12;4;0;7;6
2019-10-27 03:00:00;7;3;5;6;6;5;1;1;1;3;0
2019-10-27 03:15:00;6;6;4;4;3;8;2;1;2;0;0
2019-10-27 03:30:00;4;7;1;1;2;4;5;1;2;4;0
2019-10-27 03:45:00;12;7;2;1;0;5;3;0;1;3;1
2019-10-27 04:00:00;6;5;3;2;2;2;2;0;0;2;0
2019-10-27 04:15:00;8;6;1;1;0;5;9;3;5;3;1
2019-10-27 04:30:00;12;6;1;5;3;5;7;3;2;5;3
2019-10-27 04:45:00;16;15;1;5;7;6;2;1;1;0;0
2019-10-27 05:00:00;12;9;2;3;3;8;7;2;1;1;1
2019-10-27 05:15:00;9;7;2;2;2;6;9;4;2;7;2
2019-10-27 05:30:00;11;9;6;5;6;21;11;2;2;4;2
