DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2019-08-10 00:00:00;30;19;27;26;6;27;16;12;12;7;12;8;21;31;19;0;0;0;24;0;0;0;0;0
2019-08-10 00:15:00;10;10;17;8;11;30;21;9;8;6;10;6;22;45;32;1;0;0;30;0;0;0;0;0
2019-08-10 00:30:00;1;4;10;3;1;18;22;9;12;7;13;9;15;30;23;2;0;0;30;0;0;0;0;0
2019-08-10 00:45:00;4;5;3;2;0;16;15;5;8;3;14;4;21;26;13;2;0;0;30;0;0;0;0;0
2019-08-10 01:00:00;0;2;7;3;4;17;13;4;5;7;10;7;14;29;22;3;0;0;38;0;0;0;0;0
2019-08-10 01:15:00;3;9;9;4;5;11;9;2;5;2;7;0;16;24;8;0;0;0;39;0;0;0;0;0
2019-08-10 01:30:00;4;6;8;1;2;10;9;4;3;8;7;3;18;28;15;0;0;0;33;0;0;0;0;0
2019-08-10 01:45:00;2;3;10;2;1;10;5;2;5;8;8;5;16;25;10;0;0;0;39;0;0;0;0;0
2019-08-10 02:00:00;3;5;1;3;2;12;8;1;4;6;4;5;4;19;16;2;0;0;39;0;0;0;0;0
2019-08-10 02:15:00;3;7;10;2;1;7;6;1;7;1;10;3;13;21;11;1;0;0;39;0;0;0;0;0
2019-08-10 02:30:00;0;1;8;2;1;9;3;4;10;6;7;4;8;15;10;0;0;0;39;0;0;0;0;0
2019-08-10 02:45:00;2;3;3;6;5;7;2;1;7;5;6;2;9;24;19;1;0;0;39;0;0;0;0;0
2019-08-10 03:00:00;0;1;3;5;1;8;8;1;4;5;5;7;4;21;16;1;0;0;39;0;0;0;0;0
2019-08-10 03:15:00;3;5;5;3;3;10;4;3;5;4;2;3;9;20;14;1;0;0;36;0;0;0;0;0
2019-08-10 03:30:00;1;0;3;2;3;9;6;2;6;4;5;0;5;9;7;1;0;0;36;0;0;0;0;0
2019-08-10 03:45:00;1;5;1;0;1;7;3;5;5;5;3;0;6;12;9;2;0;0;39;0;0;0;0;0
2019-08-10 04:00:00;2;2;5;0;3;11;6;0;7;5;1;1;4;16;11;0;0;0;39;0;0;0;0;0
2019-08-10 04:15:00;1;2;1;3;3;4;2;2;2;3;4;1;7;17;11;1;0;0;39;0;0;0;0;0
2019-08-10 04:30:00;0;1;2;2;1;4;4;2;3;1;2;0;8;17;11;1;0;0;36;0;0;0;0;0
2019-08-10 04:45:00;2;3;3;4;4;8;5;7;5;7;6;1;8;18;8;1;0;0;39;0;0;0;0;0
2019-08-10 05:00:00;1;1;2;3;0;9;7;3;5;0;8;6;12;20;12;0;0;0;27;0;0;0;0;0
2019-08-10 05:15:00;2;5;2;3;3;7;7;4;6;5;9;6;12;30;22;4;0;0;30;0;0;0;0;0
2019-08-10 05:30:00;0;1;3;2;2;14;11;6;8;10;14;6;15;36;21;1;0;0;30;0;0;0;0;0
2019-08-10 05:45:00;4;6;5;3;2;12;12;9;13;10;17;9;20;35;18;2;0;0;30;0;0;0;0;0
2019-08-10 06:00:00;3;4;5;4;2;12;10;10;15;9;14;7;27;43;18;1;0;0;30;0;0;0;0;0
2019-08-10 06:15:00;3;5;5;5;5;19;11;8;6;7;12;2;28;40;20;4;0;0;30;0;0;0;0;0
2019-08-10 06:30:00;6;8;8;4;3;14;9;6;10;9;13;8;18;39;24;3;0;0;30;0;0;0;0;0
2019-08-10 06:45:00;4;6;5;7;5;9;6;6;5;10;16;7;16;45;37;3;0;0;30;0;0;0;0;0
2019-08-10 07:00:00;1;6;11;7;7;17;22;5;12;11;15;5;18;45;28;4;0;0;30;0;0;0;0;0
2019-08-10 07:15:00;3;4;7;6;2;16;10;7;13;12;5;8;24;56;36;3;0;0;30;0;0;0;0;0
2019-08-10 07:30:00;4;6;7;4;12;22;14;15;17;11;20;9;24;60;43;9;0;0;30;0;0;0;0;0
2019-08-10 07:45:00;5;8;10;6;9;25;19;17;13;21;19;14;32;59;41;9;0;0;30;0;0;0;0;0
2019-08-10 08:00:00;2;7;8;8;10;25;18;15;17;15;17;10;26;62;55;9;0;0;30;0;0;0;0;0
2019-08-10 08:15:00;9;7;8;10;11;30;17;13;16;22;24;14;35;60;37;4;0;0;30;0;0;0;0;0
2019-08-10 08:30:00;8;5;15;15;19;32;26;18;22;15;26;27;34;75;62;16;0;0;30;0;0;0;0;0
2019-08-10 08:45:00;11;14;14;7;13;39;31;24;19;38;28;26;42;79;61;10;0;0;30;0;0;0;0;0
2019-08-10 09:00:00;9;9;15;12;15;42;33;31;23;28;35;25;48;87;80;12;0;0;30;0;0;0;0;0
2019-08-10 09:15:00;13;7;18;12;21;50;30;15;20;36;36;29;38;75;69;19;0;0;30;0;0;0;0;0
2019-08-10 09:30:00;8;13;19;14;20;47;40;34;24;33;46;36;56;84;65;21;0;0;30;0;0;0;0;0
2019-08-10 09:45:00;17;12;18;18;18;48;42;30;34;41;43;26;74;104;76;26;0;0;30;0;0;0;0;0
2019-08-10 10:00:00;10;17;26;16;16;51;53;30;30;31;62;50;63;99;79;20;0;0;30;0;0;0;0;0
2019-08-10 10:15:00;10;15;16;18;18;65;57;41;36;31;50;47;70;91;76;18;0;0;30;0;0;0;0;0
2019-08-10 10:30:00;20;18;19;21;17;56;48;30;39;39;40;36;70;92;92;29;0;0;30;0;0;0;0;0
2019-08-10 10:45:00;22;18;13;24;20;72;56;45;40;43;51;41;73;93;88;25;0;0;30;0;0;0;0;0
2019-08-10 11:00:00;22;15;22;18;33;78;70;42;31;49;59;48;78;99;88;20;0;0;30;0;0;0;0;0
2019-08-10 11:15:00;20;17;14;15;21;65;71;43;46;41;67;48;92;108;84;27;0;0;30;0;0;0;0;0
2019-08-10 11:30:00;14;20;22;18;18;71;65;34;36;30;39;40;59;92;91;18;0;0;26;0;0;0;0;0
2019-08-10 11:45:00;13;15;28;25;25;78;76;40;47;38;55;50;88;106;92;17;0;0;29;1;0;0;0;0
2019-08-10 12:00:00;15;13;30;20;23;57;58;46;38;39;55;52;93;99;86;14;0;0;30;1;0;0;0;0
2019-08-10 12:15:00;11;22;33;25;20;72;62;39;41;30;62;41;87;121;92;15;0;0;30;0;0;0;0;0
2019-08-10 12:30:00;17;16;23;32;23;78;74;47;42;32;60;46;85;120;84;13;0;0;30;0;0;0;0;0
2019-08-10 12:45:00;15;16;25;22;19;65;80;40;32;33;49;42;84;118;105;9;0;0;29;1;0;0;0;0
2019-08-10 13:00:00;10;16;28;15;24;69;85;44;40;27;59;37;100;107;82;9;0;0;30;0;0;0;0;0
2019-08-10 13:15:00;14;15;22;29;17;64;75;45;39;35;59;48;89;117;69;7;0;0;30;0;0;0;0;0
2019-08-10 13:30:00;19;20;25;20;26;64;61;37;43;28;50;42;90;122;98;17;0;0;30;0;0;0;0;0
2019-08-10 13:45:00;16;22;28;21;16;62;71;47;45;29;61;50;90;107;84;11;0;0;29;0;0;0;0;0
2019-08-10 14:00:00;17;15;26;26;17;84;78;44;52;33;61;48;108;104;109;17;0;0;30;1;0;0;0;0
2019-08-10 14:15:00;18;15;23;19;26;72;73;51;45;28;51;53;112;98;101;14;0;0;30;0;0;0;0;0
2019-08-10 14:30:00;11;12;24;14;14;67;67;39;40;17;44;35;95;92;81;10;0;0;27;0;0;0;0;0
2019-08-10 14:45:00;8;10;15;16;31;100;95;47;41;26;53;42;87;132;97;18;0;0;30;0;0;0;0;0
2019-08-10 15:00:00;10;20;29;25;23;82;74;38;37;20;66;54;93;117;80;9;0;0;30;0;0;0;0;0
2019-08-10 15:15:00;11;18;22;20;23;73;68;27;29;16;37;37;94;121;87;11;0;0;30;0;0;0;0;0
2019-08-10 15:30:00;8;17;26;32;17;76;89;44;44;24;42;33;56;100;84;14;0;0;30;0;0;0;0;0
2019-08-10 15:45:00;18;13;14;22;16;71;65;45;44;30;49;38;83;121;83;7;0;0;30;0;0;0;0;0
2019-08-10 16:00:00;8;17;20;16;18;87;90;36;36;21;57;44;86;118;94;9;0;0;30;0;0;0;0;0
2019-08-10 16:15:00;18;21;24;15;13;69;74;42;31;22;46;40;84;127;99;5;0;0;30;0;0;0;0;0
2019-08-10 16:30:00;13;13;25;20;12;61;68;38;44;33;47;37;101;137;90;10;0;0;30;0;0;0;0;0
2019-08-10 16:45:00;12;12;21;20;20;72;75;33;37;22;42;42;94;104;90;14;0;0;30;0;0;0;0;0
2019-08-10 17:00:00;10;12;24;17;31;67;70;45;39;18;51;37;85;104;83;14;0;0;30;0;0;0;0;0
2019-08-10 17:15:00;19;13;26;15;23;53;69;28;33;22;56;42;89;110;97;8;0;0;30;0;0;0;0;0
2019-08-10 17:30:00;16;16;24;23;20;50;44;39;35;17;39;31;87;104;70;12;0;0;27;0;0;0;0;0
2019-08-10 17:45:00;13;14;21;27;21;58;60;44;40;18;47;43;94;114;81;11;0;0;30;0;0;0;0;0
2019-08-10 18:00:00;11;16;20;20;28;78;60;43;35;17;43;35;73;120;93;14;0;0;30;0;0;0;0;0
2019-08-10 18:15:00;16;18;21;17;21;71;76;44;39;24;37;30;90;115;84;6;0;0;30;0;0;0;0;0
2019-08-10 18:30:00;14;12;20;15;12;61;65;30;27;21;47;38;70;104;87;13;0;0;30;0;0;0;0;0
2019-08-10 18:45:00;14;13;21;18;16;56;73;31;35;30;44;39;67;87;67;16;0;0;30;0;0;0;0;0
2019-08-10 19:00:00;9;16;24;8;19;52;55;24;22;25;43;41;87;107;79;13;0;0;30;0;0;0;0;0
2019-08-10 19:15:00;11;14;19;17;27;46;50;18;37;26;46;40;63;91;68;12;0;0;30;0;0;0;0;0
2019-08-10 19:30:00;10;14;24;12;24;52;57;29;26;21;44;31;57;82;57;19;0;0;30;0;0;0;0;0
2019-08-10 19:45:00;13;9;17;6;23;47;51;30;30;29;27;22;63;89;64;25;0;0;30;0;0;0;0;0
2019-08-10 20:00:00;15;14;24;10;22;44;46;25;25;42;27;24;62;94;66;15;0;0;30;0;0;0;0;0
2019-08-10 20:15:00;12;13;17;12;28;39;41;23;27;35;33;21;77;117;82;21;0;0;30;0;0;0;0;0
2019-08-10 20:30:00;4;10;16;9;13;25;33;21;15;20;27;20;48;75;58;15;0;0;27;0;0;0;0;0
2019-08-10 20:45:00;9;11;12;13;13;40;35;22;19;13;40;17;62;86;56;10;0;0;30;0;0;0;0;0
2019-08-10 21:00:00;9;11;18;9;6;31;27;18;25;17;30;22;42;62;46;9;0;0;30;0;0;0;0;0
2019-08-10 21:15:00;11;17;10;7;3;30;26;18;18;18;33;23;40;68;45;6;0;0;30;0;0;0;0;0
2019-08-10 21:30:00;11;6;10;5;12;44;30;9;15;15;35;19;38;66;51;11;0;0;30;0;0;0;0;0
2019-08-10 21:45:00;15;12;16;6;7;36;33;14;19;8;20;12;49;82;48;7;0;0;30;0;0;0;0;0
2019-08-10 22:00:00;6;8;13;9;5;35;29;16;16;13;21;15;43;62;49;5;0;0;30;0;0;0;0;0
2019-08-10 22:15:00;7;9;14;11;10;34;30;12;15;15;32;14;28;56;44;7;0;0;30;0;0;0;0;0
2019-08-10 22:30:00;10;7;17;9;9;26;27;10;12;14;22;16;42;66;37;2;0;0;30;0;0;0;0;0
2019-08-10 22:45:00;6;11;17;10;6;20;21;20;21;14;21;16;52;83;61;6;0;0;30;0;0;0;0;0
2019-08-10 23:00:00;9;14;17;9;5;20;19;14;18;10;23;13;53;63;38;2;0;0;30;0;0;0;0;0
2019-08-10 23:15:00;3;10;12;7;7;21;24;8;8;9;10;4;25;40;21;2;0;0;30;0;0;0;0;0
2019-08-10 23:30:00;6;7;13;8;2;15;19;7;14;6;18;6;24;41;31;5;0;0;27;0;0;0;0;0
2019-08-10 23:45:00;7;8;9;11;4;21;19;5;11;12;15;7;25;50;28;4;0;0;30;0;0;0;0;0
