2019-08-14 13:15:00;30;65;44;23;31;32;20;18;43;48;17;27;51;27;24;3;0;5;0;0;0
2019-08-14 13:30:00;46;88;48;15;26;35;12;13;61;76;12;68;63;27;30;19;0;2;0;0;0
2019-08-14 13:45:00;29;73;99;21;36;38;17;8;44;41;15;22;47;32;34;7;0;0;0;1;0
2019-08-14 14:00:00;37;96;73;19;37;95;14;7;69;73;22;24;61;38;40;0;0;1;0;3;0
2019-08-14 14:15:00;29;79;56;17;26;21;14;11;52;65;19;27;52;32;31;0;0;0;0;1;1
2019-08-14 14:30:00;36;68;52;25;31;52;20;18;68;68;17;19;67;36;28;1;0;4;0;0;0
2019-08-14 14:45:00;35;82;81;23;31;45;18;9;64;63;28;31;68;31;32;0;0;2;2;1;2
2019-08-14 15:00:00;32;94;66;19;33;38;12;9;55;57;22;22;69;36;33;7;0;6;0;0;1
2019-08-14 15:15:00;23;86;67;23;34;25;14;9;66;68;23;38;87;44;49;1;0;2;0;0;0
2019-08-14 15:30:00;26;70;43;23;34;46;21;13;63;77;22;36;70;44;45;0;0;0;0;0;1
2019-08-14 15:45:00;38;94;73;26;37;43;18;8;69;63;19;23;75;42;41;2;0;1;0;0;0
2019-08-14 16:00:00;31;103;95;20;44;39;16;14;57;76;18;22;94;56;66;0;0;0;0;1;0
2019-08-14 16:15:00;37;76;68;21;40;40;19;14;66;72;23;31;66;51;51;0;0;0;0;0;0
2019-08-14 16:30:00;34;83;66;27;45;35;15;11;74;73;20;23;78;35;48;0;0;0;0;0;0
2019-08-14 16:45:00;22;80;69;21;46;50;22;24;55;49;14;31;76;36;42;12;0;0;0;1;0
2019-08-14 17:00:00;24;99;57;24;60;49;16;12;78;78;20;22;66;43;33;5;0;1;0;0;0
2019-08-14 17:15:00;34;92;57;25;39;47;17;21;53;69;31;29;78;37;42;7;0;0;0;22;0
2019-08-14 17:30:00;25;94;49;19;46;51;12;17;75;58;24;18;72;36;25;0;0;0;0;0;0
2019-08-14 17:45:00;21;88;53;19;42;46;10;14;74;70;24;25;73;32;32;0;0;2;1;0;0
2019-08-14 18:00:00;21;86;51;21;40;44;12;13;53;51;27;20;50;37;29;0;0;1;0;0;0
2019-08-14 18:15:00;39;92;54;24;44;40;14;10;63;67;20;29;59;26;20;0;0;1;0;0;4
2019-08-14 18:30:00;27;84;67;23;47;36;49;21;57;58;19;23;57;26;24;13;2;9;0;0;0
2019-08-14 18:45:00;18;64;44;23;24;31;15;9;54;54;18;23;45;28;23;0;0;0;0;9;3
2019-08-14 19:00:00;23;67;46;24;41;47;18;22;54;60;20;19;58;23;18;0;4;0;0;0;0
2019-08-14 19:15:00;20;78;45;25;35;30;7;12;50;59;21;19;37;26;21;23;0;1;0;0;1
2019-08-14 19:30:00;15;50;39;22;33;24;9;11;55;43;14;17;38;22;23;0;0;2;0;0;0
2019-08-14 19:45:00;8;41;27;8;23;27;8;21;51;60;16;13;39;15;14;0;0;0;0;0;0
2019-08-14 20:00:00;14;51;27;7;18;22;15;16;81;83;15;17;40;14;19;0;0;0;0;0;0
2019-08-14 20:15:00;14;44;31;9;21;20;3;13;52;42;7;9;21;23;15;0;0;0;0;1;0
2019-08-14 20:30:00;11;33;20;10;19;17;7;5;30;29;7;5;7;9;6;0;0;1;0;0;0
2019-08-14 20:45:00;5;39;19;11;13;20;5;3;26;33;3;10;23;13;8;0;0;0;0;0;0
2019-08-14 21:00:00;10;32;18;8;15;17;17;6;35;37;6;2;8;11;7;0;0;2;0;0;0
2019-08-14 21:15:00;7;29;15;5;9;15;6;5;31;20;9;3;7;10;3;0;0;0;0;0;0
2019-08-14 21:30:00;8;28;18;6;8;16;6;7;24;25;1;4;31;10;7;3;0;0;0;0;0
2019-08-14 21:45:00;11;24;13;7;10;10;6;1;34;35;3;7;10;5;6;0;0;0;0;0;0
2019-08-14 22:00:00;7;25;13;4;14;19;7;2;17;21;7;10;9;8;7;0;4;0;1;2;1
2019-08-14 22:15:00;2;30;18;3;6;21;3;4;22;26;1;5;5;4;0;0;0;8;0;0;0
2019-08-14 22:30:00;5;20;11;3;8;11;2;1;31;22;3;4;5;3;2;0;0;0;0;0;0
2019-08-14 22:45:00;3;29;11;4;14;8;3;2;20;18;1;0;3;8;3;0;0;0;0;0;0
2019-08-14 23:00:00;4;13;13;4;7;10;2;2;10;20;0;2;10;4;6;0;0;0;0;0;0
2019-08-14 23:15:00;9;11;5;5;8;7;3;0;18;18;2;2;1;6;3;0;0;0;0;0;0
2019-08-14 23:30:00;4;17;6;4;8;7;2;3;10;10;2;3;3;2;0;0;0;0;0;0;0
2019-08-14 23:45:00;1;11;2;5;3;11;4;0;10;16;3;0;1;3;1;0;0;0;0;0;0
