DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-09-17 00:00:00;4;5;13;1;11;7;3;1;2;4;0;0;0;0
2019-09-17 00:15:00;4;3;16;1;6;3;2;1;2;2;0;0;0;0
2019-09-17 00:30:00;2;4;10;1;5;3;0;0;2;2;0;0;0;0
2019-09-17 00:45:00;3;2;9;0;5;2;2;0;4;3;0;0;0;0
2019-09-17 01:00:00;1;3;4;0;4;3;2;0;0;1;0;0;0;0
2019-09-17 01:15:00;0;3;1;1;4;4;0;0;4;1;0;0;0;0
2019-09-17 01:30:00;2;0;3;1;3;3;1;1;1;1;0;0;0;0
2019-09-17 01:45:00;3;1;2;0;4;2;1;0;2;0;0;0;0;0
2019-09-17 02:00:00;3;0;4;1;2;3;1;0;3;4;0;0;0;0
2019-09-17 02:15:00;1;1;3;0;3;1;1;0;3;3;0;0;0;0
2019-09-17 02:30:00;2;3;8;1;4;5;0;0;0;1;0;0;0;0
2019-09-17 02:45:00;1;5;4;0;2;1;1;0;0;3;0;0;0;0
2019-09-17 03:00:00;1;1;2;1;1;2;1;0;1;4;0;0;0;0
2019-09-17 03:15:00;0;1;7;1;3;3;1;1;0;1;0;0;0;0
2019-09-17 03:30:00;2;3;5;0;4;4;2;0;1;1;0;0;0;0
2019-09-17 03:45:00;4;0;0;0;4;5;0;0;0;0;0;0;0;0
2019-09-17 04:00:00;5;3;2;0;3;3;3;0;4;1;0;0;0;0
2019-09-17 04:15:00;7;4;7;3;9;8;0;0;3;1;0;0;0;0
2019-09-17 04:30:00;6;6;11;1;10;3;3;1;4;6;0;0;0;0
2019-09-17 04:45:00;10;25;10;1;6;7;3;1;9;9;0;0;0;0
2019-09-17 05:00:00;41;44;21;4;12;5;3;1;7;10;0;0;0;0
2019-09-17 05:15:00;101;99;42;22;14;20;12;5;14;12;0;0;0;0
2019-09-17 05:30:00;91;81;43;25;17;16;15;8;23;22;0;0;0;0
2019-09-17 05:45:00;98;52;54;31;25;23;25;7;43;50;0;0;0;0
2019-09-17 06:00:00;91;69;51;35;23;28;21;3;54;64;0;0;0;0
2019-09-17 06:15:00;99;60;62;43;31;42;31;11;33;50;0;0;0;0
2019-09-17 06:30:00;114;63;62;50;54;42;22;13;26;32;0;0;0;0
2019-09-17 06:45:00;147;101;95;69;37;39;32;14;29;32;0;0;0;0
2019-09-17 07:00:00;146;96;92;78;74;57;38;23;35;29;0;0;0;0
2019-09-17 07:15:00;119;83;62;59;48;68;48;26;33;40;0;0;0;0
2019-09-17 07:30:00;149;99;81;73;85;76;64;46;47;60;0;0;0;0
2019-09-17 07:45:00;135;81;77;66;61;63;46;33;51;52;0;0;0;0
2019-09-17 08:00:00;159;105;90;75;62;73;50;25;53;51;0;0;0;0
2019-09-17 08:15:00;131;83;85;62;48;61;31;19;46;44;0;0;0;0
2019-09-17 08:30:00;111;67;80;57;58;53;36;14;33;46;0;0;0;0
2019-09-17 08:45:00;76;56;79;54;65;61;41;16;50;42;0;0;0;0
2019-09-17 09:00:00;56;32;87;59;49;43;26;11;34;30;0;0;0;0
2019-09-17 09:15:00;74;39;91;69;64;64;34;13;45;53;0;0;0;0
2019-09-17 09:30:00;61;39;116;58;78;55;32;15;28;37;0;0;0;0
2019-09-17 09:45:00;57;40;80;50;50;55;29;10;41;42;0;0;0;0
2019-09-17 10:00:00;46;47;94;46;67;51;36;20;40;36;0;0;0;0
2019-09-17 10:15:00;52;51;107;43;69;54;31;9;49;45;0;0;0;0
2019-09-17 10:30:00;46;34;100;43;77;45;29;16;44;47;0;0;0;0
2019-09-17 10:45:00;48;45;93;39;68;64;30;19;26;54;0;0;0;0
2019-09-17 11:00:00;53;52;100;44;61;60;35;15;32;31;0;0;0;0
2019-09-17 11:15:00;53;44;107;53;60;53;42;20;43;52;0;0;0;0
2019-09-17 11:30:00;70;35;80;58;60;67;40;17;49;43;0;0;0;0
2019-09-17 11:45:00;60;43;87;49;64;62;33;15;45;52;0;0;0;0
2019-09-17 12:00:00;70;40;91;59;62;56;38;19;60;50;0;0;0;0
2019-09-17 12:15:00;67;44;100;48;60;58;29;14;53;54;0;0;0;0
2019-09-17 12:30:00;59;34;74;47;75;52;43;19;46;55;0;0;0;0
2019-09-17 12:45:00;69;46;73;49;71;65;49;19;52;54;0;0;0;0
2019-09-17 13:00:00;82;53;81;58;72;56;32;15;64;57;0;0;0;0
2019-09-17 13:15:00;85;68;86;55;63;71;36;15;63;56;0;0;0;0
2019-09-17 13:30:00;130;96;98;71;86;64;45;26;43;49;0;0;0;0
