DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2019-08-18 00:00:00;22;28;22;2;5;26;0;2;6;6;6;6;0;0;0;0
2019-08-18 00:15:00;27;22;16;0;7;26;0;4;6;7;6;6;0;0;0;0
2019-08-18 00:30:00;23;23;21;3;3;22;1;5;6;7;6;6;0;0;0;0
2019-08-18 00:45:00;20;22;15;6;2;25;0;5;2;2;2;2;0;0;0;0
2019-08-18 01:00:00;19;27;23;0;15;23;2;5;3;4;2;2;0;0;0;0
2019-08-18 01:15:00;26;27;20;1;6;28;5;5;6;7;5;5;0;0;0;0
2019-08-18 01:30:00;25;15;12;2;2;14;0;3;0;0;0;0;0;0;0;0
2019-08-18 01:45:00;23;23;22;0;2;21;1;5;5;5;5;5;0;0;0;0
2019-08-18 02:00:00;23;19;16;1;7;19;0;4;4;4;4;4;0;0;0;0
2019-08-18 02:15:00;20;14;12;4;6;15;2;6;4;5;5;4;0;0;0;0
2019-08-18 02:30:00;10;16;14;2;11;17;0;9;3;3;2;3;0;0;0;0
2019-08-18 02:45:00;10;8;10;1;0;11;0;1;1;1;1;1;0;0;0;0
2019-08-18 03:00:00;7;11;9;0;0;9;0;1;1;1;1;1;0;0;0;0
2019-08-18 03:15:00;5;14;13;1;4;15;2;4;4;4;4;4;0;0;0;0
2019-08-18 03:30:00;4;15;10;1;4;15;0;4;3;3;3;3;0;0;0;0
2019-08-18 03:45:00;8;11;12;1;3;14;0;1;1;1;1;1;0;0;0;0
2019-08-18 04:00:00;5;8;9;1;2;7;1;1;1;1;1;1;0;0;0;0
2019-08-18 04:15:00;4;9;12;1;1;10;1;2;1;1;1;1;0;0;0;0
2019-08-18 04:30:00;8;9;8;1;3;8;0;0;3;4;3;3;0;0;0;0
2019-08-18 04:45:00;6;4;4;1;2;5;0;3;1;1;1;1;0;0;0;0
2019-08-18 05:00:00;8;5;5;0;3;7;0;0;1;1;2;1;0;0;0;0
2019-08-18 05:15:00;11;11;10;0;2;9;0;1;3;3;4;3;0;0;0;0
2019-08-18 05:30:00;12;12;12;1;1;12;0;0;3;2;3;2;0;0;0;0
2019-08-18 05:45:00;15;27;26;2;4;25;0;0;0;0;0;0;0;0;0;0
2019-08-18 06:00:00;4;7;8;3;2;9;1;2;3;3;3;3;0;0;2;3
2019-08-18 06:15:00;15;20;20;2;2;17;0;1;2;2;2;2;0;0;0;0
2019-08-18 06:30:00;23;15;17;2;3;16;0;0;4;3;3;3;0;0;0;0
