DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2019-08-15 00:00:00;6;2;3;2;1;12;10;4;4;4;10;6;12;21;12;1;0;0;21;0;0;0;0;0
2019-08-15 00:15:00;4;8;10;11;2;10;8;8;7;2;9;7;17;29;19;2;0;0;30;0;0;0;0;0
2019-08-15 00:30:00;6;4;8;9;0;10;10;9;10;7;7;4;14;26;16;2;0;0;30;0;0;0;0;0
2019-08-15 00:45:00;0;5;8;3;5;18;11;4;12;4;5;1;15;27;15;3;0;0;30;0;0;0;0;0
2019-08-15 01:00:00;6;6;5;10;3;6;8;8;7;5;11;9;10;22;14;2;0;0;36;0;0;0;0;0
2019-08-15 01:15:00;1;2;6;1;3;6;9;3;7;2;5;3;15;23;11;2;0;0;39;0;0;0;0;0
2019-08-15 01:30:00;8;9;7;1;1;9;6;1;6;7;8;2;13;21;13;4;0;0;39;0;0;0;0;0
2019-08-15 01:45:00;2;2;6;3;0;6;8;5;6;8;8;1;13;25;11;1;0;0;39;0;0;0;0;0
2019-08-15 02:00:00;6;9;9;6;2;9;3;3;2;5;2;2;9;21;18;2;0;0;39;0;0;0;0;0
2019-08-15 02:15:00;2;5;10;4;1;4;4;5;6;3;4;3;4;10;9;0;0;0;36;0;0;0;0;0
2019-08-15 02:30:00;3;3;3;3;2;2;3;2;2;4;1;1;10;17;9;0;0;0;39;0;0;0;0;0
2019-08-15 02:45:00;2;3;3;0;2;10;3;0;2;4;3;1;9;15;8;0;0;0;39;0;0;0;0;0
2019-08-15 03:00:00;0;0;4;1;5;8;6;1;8;2;3;1;8;15;8;4;0;0;39;0;0;0;0;0
2019-08-15 03:15:00;1;2;3;3;0;7;4;0;8;2;2;2;7;15;8;0;0;0;39;0;0;0;0;0
2019-08-15 03:30:00;5;4;3;3;1;9;5;4;9;6;6;3;8;15;7;2;0;0;39;0;0;0;0;0
2019-08-15 03:45:00;2;5;8;2;2;8;4;2;1;6;5;1;3;9;6;0;0;0;39;0;0;0;0;0
2019-08-15 04:00:00;1;3;3;2;1;5;5;1;3;3;2;1;2;12;12;0;0;0;36;0;0;0;0;0
2019-08-15 04:15:00;0;0;2;2;3;8;4;1;2;3;3;2;9;15;7;0;0;0;39;0;0;0;0;0
2019-08-15 04:30:00;1;2;4;2;4;9;1;3;8;6;4;0;6;13;8;0;0;0;39;0;0;0;0;0
2019-08-15 04:45:00;3;2;4;1;1;0;1;3;1;5;5;3;8;13;6;1;0;0;39;0;0;0;0;0
2019-08-15 05:00:00;0;1;5;1;2;5;7;3;6;8;3;0;13;18;7;0;0;0;27;0;0;0;0;0
2019-08-15 05:15:00;2;2;4;3;3;11;3;2;5;5;4;0;14;26;17;2;0;0;30;0;0;0;0;0
2019-08-15 05:30:00;2;2;3;4;3;6;3;6;6;3;17;8;7;18;14;2;0;0;30;0;0;0;0;0
2019-08-15 05:45:00;4;3;4;1;0;8;7;8;8;6;6;4;13;32;22;0;0;0;30;0;0;0;0;0
2019-08-15 06:00:00;2;3;3;1;1;11;7;9;6;6;13;6;20;34;19;0;0;0;30;0;0;0;0;0
2019-08-15 06:15:00;1;1;2;3;0;7;4;7;5;0;12;3;19;31;16;0;0;0;30;0;0;0;0;0
2019-08-15 06:30:00;2;1;1;1;1;2;2;3;7;3;10;6;13;34;22;1;0;0;30;0;0;0;0;0
2019-08-15 06:45:00;0;2;4;2;1;5;8;6;10;5;6;4;14;30;19;1;0;0;30;0;0;0;0;0
2019-08-15 07:00:00;0;2;5;0;3;9;4;7;4;9;5;4;18;36;19;1;0;0;30;0;0;0;0;0
2019-08-15 07:15:00;1;1;10;5;6;15;9;3;5;3;14;11;13;35;18;1;0;0;30;0;0;0;0;0
2019-08-15 07:30:00;2;3;3;1;5;11;5;7;13;4;13;6;27;31;9;1;0;0;30;0;0;0;0;0
2019-08-15 07:45:00;1;1;4;4;5;10;8;8;5;7;17;8;20;48;34;5;0;0;30;0;0;0;0;0
2019-08-15 08:00:00;2;4;3;7;4;15;14;2;8;7;12;6;12;37;26;2;0;0;30;0;0;0;0;0
2019-08-15 08:15:00;3;4;5;8;3;22;12;7;12;4;14;8;15;47;37;3;0;0;30;0;0;0;0;0
