DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-05-03 00:00:00;0;1;2;0;0;3;0;0;4;0;0;0;0;0;0;0;0
2020-05-03 00:15:00;1;4;0;0;0;4;0;0;4;0;0;0;1;0;0;0;0
2020-05-03 00:30:00;0;2;1;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-05-03 00:45:00;0;1;2;1;0;6;2;0;7;2;0;1;0;0;0;0;0
2020-05-03 01:00:00;0;1;2;1;0;1;1;0;1;1;0;1;0;0;0;0;0
2020-05-03 01:15:00;1;3;0;2;0;2;1;0;2;1;1;0;0;0;0;0;0
2020-05-03 01:30:00;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-05-03 01:45:00;0;2;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-05-03 02:00:00;0;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0
2020-05-03 02:15:00;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-03 02:30:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-03 02:45:00;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-03 03:00:00;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-03 03:15:00;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0
2020-05-03 03:30:00;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-03 03:45:00;0;1;1;0;0;1;0;0;1;0;0;2;0;0;0;0;0
2020-05-03 04:00:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-03 04:15:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-03 04:30:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-03 04:45:00;1;0;0;0;0;1;0;0;1;0;2;3;0;0;0;0;0
2020-05-03 05:00:00;0;2;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-03 05:15:00;1;2;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
2020-05-03 05:30:00;1;3;1;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-05-03 05:45:00;1;3;2;0;0;1;0;0;1;0;1;1;0;0;0;0;0
2020-05-03 06:00:00;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2020-05-03 06:15:00;0;2;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0
2020-05-03 06:30:00;0;3;0;0;0;3;2;0;4;0;0;2;0;0;0;0;0
2020-05-03 06:45:00;0;0;3;0;0;7;0;0;5;0;0;1;0;0;0;0;0
2020-05-03 07:00:00;0;7;3;0;0;6;0;0;6;0;0;1;0;0;0;0;0
2020-05-03 07:15:00;2;7;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0
2020-05-03 07:30:00;2;4;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-05-03 07:45:00;1;4;3;0;0;3;0;0;4;0;0;0;0;0;0;0;0
2020-05-03 08:00:00;1;5;0;2;0;2;2;0;2;1;2;1;0;0;0;0;0
2020-05-03 08:15:00;2;5;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
2020-05-03 08:30:00;0;11;2;0;0;8;0;0;8;0;0;2;0;0;0;0;0
2020-05-03 08:45:00;0;6;7;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-03 09:00:00;0;5;7;1;0;5;1;0;6;0;0;1;0;0;0;0;0
2020-05-03 09:15:00;0;8;7;0;0;9;0;0;9;0;0;0;0;0;0;0;0
2020-05-03 09:30:00;2;11;7;2;0;8;1;0;8;1;0;1;0;0;0;0;0
2020-05-03 09:45:00;3;11;8;0;1;12;1;1;11;1;0;4;0;0;0;0;0
2020-05-03 10:00:00;4;14;5;1;0;8;1;0;10;0;1;6;0;0;0;0;0
2020-05-03 10:15:00;0;21;5;1;0;13;1;0;13;0;2;7;0;0;0;0;0
2020-05-03 10:30:00;3;14;9;0;1;22;0;1;20;1;2;2;0;0;0;0;0
2020-05-03 10:45:00;3;22;7;0;1;16;0;1;16;2;0;3;0;0;0;0;0
2020-05-03 11:00:00;4;20;13;2;0;20;2;0;20;1;0;5;0;0;0;0;0
2020-05-03 11:15:00;3;20;15;23;0;15;2;0;17;1;1;2;0;0;0;0;0
2020-05-03 11:30:00;3;21;12;2;1;14;2;1;18;2;0;5;1;0;0;0;0
2020-05-03 11:45:00;7;22;11;1;2;23;1;1;22;1;5;4;0;0;0;0;0
2020-05-03 12:00:00;2;22;17;1;1;17;2;1;17;3;3;4;0;0;0;0;0
2020-05-03 12:15:00;2;25;13;0;1;17;1;1;20;0;1;2;0;0;0;0;0
2020-05-03 12:30:00;9;21;11;2;0;6;2;0;6;2;5;2;0;0;0;0;0
2020-05-03 12:45:00;8;31;10;0;1;20;0;1;21;1;0;4;0;0;0;0;0
2020-05-03 13:00:00;5;26;18;0;1;21;0;1;21;2;6;7;0;0;0;0;0
2020-05-03 13:15:00;7;23;11;1;0;20;1;0;18;1;2;3;0;0;0;0;0
2020-05-03 13:30:00;8;18;13;1;1;22;1;2;22;2;5;11;0;0;0;0;0
