DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-12-31 00:00:00;7;2;4;3;14;6;12;14;7;21;14;7;21;0
2019-12-31 00:15:00;12;6;3;1;27;7;10;20;10;30;20;10;30;0
2019-12-31 00:30:00;6;6;2;2;14;6;9;20;10;30;20;10;30;0
2019-12-31 00:45:00;7;1;4;3;19;2;12;20;10;30;20;10;30;0
2019-12-31 01:00:00;8;6;4;1;17;5;13;24;12;36;24;12;36;0
2019-12-31 01:15:00;8;4;5;1;17;6;11;26;13;39;26;13;39;0
2019-12-31 01:30:00;11;3;1;0;20;2;8;26;13;39;26;13;39;0
2019-12-31 01:45:00;2;1;3;0;14;2;4;26;13;39;26;13;39;0
2019-12-31 02:00:00;2;0;1;0;13;8;3;24;12;36;24;12;36;0
2019-12-31 02:15:00;1;3;2;0;11;2;2;26;13;39;26;13;39;0
2019-12-31 02:30:00;7;1;1;0;9;2;2;26;13;39;26;13;39;0
2019-12-31 02:45:00;3;2;0;0;11;3;3;26;13;39;26;13;39;0
2019-12-31 03:00:00;2;2;0;0;5;3;1;26;13;39;26;13;39;0
2019-12-31 03:15:00;4;2;0;0;10;3;1;26;13;39;26;13;39;0
2019-12-31 03:30:00;2;0;1;0;4;0;2;26;13;39;26;13;39;0
2019-12-31 03:45:00;3;2;0;0;3;0;1;24;12;36;24;12;36;0
2019-12-31 04:00:00;2;4;3;0;3;1;0;26;13;39;26;13;39;0
2019-12-31 04:15:00;3;1;2;1;12;1;1;26;13;39;26;13;39;0
2019-12-31 04:30:00;4;3;1;2;10;1;3;26;13;39;26;13;39;0
2019-12-31 04:45:00;3;6;6;0;10;2;1;26;13;39;26;13;39;0
2019-12-31 05:00:00;4;4;3;1;14;4;4;20;10;30;20;10;29;0
2019-12-31 05:15:00;3;7;6;1;12;2;2;20;10;30;20;10;30;0
2019-12-31 05:30:00;9;9;10;8;19;4;5;20;10;30;20;10;30;0
2019-12-31 05:45:00;8;10;4;4;20;5;6;20;10;30;20;10;30;0
2019-12-31 06:00:00;9;17;8;2;21;2;8;20;10;30;20;10;30;0
2019-12-31 06:15:00;11;6;7;3;23;2;7;18;9;28;18;9;28;0
2019-12-31 06:30:00;8;3;8;7;25;6;11;20;10;29;20;10;29;0
2019-12-31 06:45:00;17;5;11;2;20;4;8;20;10;30;20;10;30;0
2019-12-31 07:00:00;14;12;15;4;24;3;9;20;10;30;20;10;30;0
2019-12-31 07:15:00;22;10;15;12;30;11;6;20;10;30;20;10;30;0
2019-12-31 07:30:00;23;19;13;7;20;7;5;20;10;30;20;10;30;0
2019-12-31 07:45:00;30;19;14;12;35;9;11;20;10;30;20;10;30;0
2019-12-31 08:00:00;28;14;13;13;29;13;9;20;10;30;20;10;30;0
2019-12-31 08:15:00;19;24;18;6;36;8;7;20;10;30;20;10;30;0
2019-12-31 08:30:00;34;27;18;14;33;13;16;20;10;30;20;10;30;0
2019-12-31 08:45:00;35;35;21;10;51;11;22;20;10;30;20;10;30;0
2019-12-31 09:00:00;40;35;27;21;48;21;24;20;10;30;20;10;30;0
2019-12-31 09:15:00;46;41;35;25;59;23;19;21;11;30;21;11;30;0
2019-12-31 09:30:00;51;59;39;35;71;14;34;20;10;30;20;10;30;0
2019-12-31 09:45:00;61;53;33;32;81;20;36;21;11;30;21;11;30;0
2019-12-31 10:00:00;66;58;42;22;80;33;39;20;10;30;20;10;30;0
2019-12-31 10:15:00;57;60;41;38;94;34;39;20;10;30;20;10;30;0
2019-12-31 10:30:00;64;61;39;24;81;32;63;20;10;30;20;10;30;0
2019-12-31 10:45:00;76;51;40;27;98;28;44;21;11;30;21;11;30;0
2019-12-31 11:00:00;79;60;41;28;105;49;53;20;10;30;20;10;30;0
2019-12-31 11:15:00;86;65;35;27;98;30;64;20;10;30;20;10;30;0
2019-12-31 11:30:00;80;50;36;21;107;40;72;18;9;28;18;9;28;0
2019-12-31 11:45:00;92;39;38;31;123;36;71;20;10;29;20;10;29;0
2019-12-31 12:00:00;85;42;28;19;83;31;60;18;9;28;18;9;28;0
2019-12-31 12:15:00;89;54;28;22;109;45;88;20;10;29;20;10;29;0
2019-12-31 12:30:00;84;42;33;20;99;47;89;20;10;31;20;10;31;0
2019-12-31 12:45:00;92;42;31;19;102;35;68;20;10;29;20;10;29;0
2019-12-31 13:00:00;74;38;37;23;108;35;64;20;10;30;20;10;30;0
2019-12-31 13:15:00;71;33;30;25;109;38;62;20;10;30;20;10;30;0
2019-12-31 13:30:00;63;42;29;24;98;33;84;20;10;30;20;10;30;0
2019-12-31 13:45:00;71;38;36;30;93;33;54;21;11;30;21;11;30;0
2019-12-31 14:00:00;65;39;30;20;120;40;71;20;10;30;20;10;30;0
2019-12-31 14:15:00;60;28;26;16;94;43;82;18;9;27;18;9;27;0
2019-12-31 14:30:00;76;34;28;19;110;37;62;20;10;30;20;10;30;0
2019-12-31 14:45:00;70;51;29;22;122;47;47;21;11;30;21;11;30;0
2019-12-31 15:00:00;61;34;17;14;95;32;47;20;10;30;20;10;30;0
2019-12-31 15:15:00;60;34;30;19;90;33;44;20;10;30;20;10;30;0
2019-12-31 15:30:00;52;23;24;16;99;32;70;20;10;30;20;10;30;0
2019-12-31 15:45:00;51;35;24;19;99;31;68;20;10;30;20;10;30;0
2019-12-31 16:00:00;64;42;24;13;89;39;65;20;10;30;20;10;30;0
2019-12-31 16:15:00;51;40;18;13;102;40;70;20;10;30;20;10;30;0
2019-12-31 16:30:00;55;41;33;20;83;28;64;20;10;30;20;10;30;0
2019-12-31 16:45:00;64;40;25;25;90;23;49;20;10;30;20;10;30;0
2019-12-31 17:00:00;64;33;24;17;83;28;43;18;9;27;18;9;27;0
