DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2019-08-23 00:00:00;0;1;0;1;2;11;6;5;7;5;7;4;11;18;9;0;0;0;24;0;0;0;0;0
2019-08-23 00:15:00;2;10;13;6;5;9;14;4;4;3;9;4;14;19;11;1;0;0;30;0;0;0;0;0
2019-08-23 00:30:00;2;3;6;1;1;9;7;3;6;4;8;4;7;12;10;0;0;0;30;0;0;0;0;0
2019-08-23 00:45:00;1;5;3;1;0;7;4;2;7;4;4;3;6;13;9;0;0;0;30;0;0;0;0;0
2019-08-23 01:00:00;1;1;1;0;0;5;2;2;3;4;4;1;20;24;9;1;0;0;34;0;0;0;0;0
2019-08-23 01:15:00;1;0;1;1;2;3;4;1;6;3;7;1;6;13;10;1;0;0;39;0;0;0;0;0
2019-08-23 01:30:00;1;0;3;2;3;8;4;2;3;2;9;0;5;11;5;0;0;0;39;0;0;0;0;0
2019-08-23 01:45:00;1;2;2;0;2;4;4;1;4;3;3;2;6;16;8;0;0;0;39;0;0;0;0;0
2019-08-23 02:00:00;2;1;0;0;0;4;4;0;2;1;4;0;7;15;12;0;0;0;39;0;0;0;0;0
2019-08-23 02:15:00;0;0;2;0;0;5;4;0;2;0;5;0;3;8;5;0;0;0;39;0;0;0;0;0
2019-08-23 02:30:00;1;0;1;0;2;2;0;2;1;0;3;1;7;14;9;2;0;0;39;0;0;0;0;0
2019-08-23 02:45:00;1;1;2;2;2;5;4;3;6;1;1;0;1;5;6;0;0;0;36;0;0;0;0;0
2019-08-23 03:00:00;0;0;4;1;1;6;5;3;5;0;1;0;7;17;13;0;0;0;39;0;0;0;0;0
2019-08-23 03:15:00;0;1;1;2;0;5;5;0;3;0;1;1;2;7;5;0;0;0;39;0;0;0;0;0
2019-08-23 03:30:00;2;4;2;0;0;7;2;3;5;1;1;1;6;12;8;1;0;0;39;0;0;0;0;0
2019-08-23 03:45:00;0;0;0;2;1;5;5;1;7;1;3;2;3;13;10;0;0;0;39;0;0;0;0;0
2019-08-23 04:00:00;0;0;0;1;3;6;0;3;5;1;4;2;9;15;5;0;0;0;39;0;0;0;0;0
2019-08-23 04:15:00;1;1;4;4;1;5;3;2;7;6;4;1;1;16;16;2;0;0;39;0;0;0;0;0
2019-08-23 04:30:00;0;0;0;1;1;6;5;2;4;0;6;3;3;14;12;0;0;0;36;0;0;0;0;0
2019-08-23 04:45:00;0;1;0;2;3;8;5;4;10;0;14;3;7;26;16;2;0;0;39;0;0;0;0;0
2019-08-23 05:00:00;1;1;1;4;0;8;8;7;12;9;15;10;21;43;27;2;0;0;30;0;0;0;0;0
2019-08-23 05:15:00;0;2;2;4;3;17;9;6;5;8;29;17;22;44;33;2;0;0;30;0;0;0;0;0
2019-08-23 05:30:00;0;2;8;10;4;29;19;7;8;8;41;32;36;70;64;1;0;0;30;0;0;0;0;0
2019-08-23 05:45:00;0;4;10;11;5;28;23;12;10;11;39;38;37;69;51;0;0;0;30;0;0;0;0;0
2019-08-23 06:00:00;4;9;17;11;6;23;20;11;10;17;37;39;35;68;49;5;0;0;30;0;0;0;0;0
2019-08-23 06:15:00;5;4;14;13;13;31;23;18;13;26;43;41;27;76;74;9;0;0;30;0;0;0;0;0
2019-08-23 06:30:00;6;10;20;15;8;43;49;14;22;29;58;61;50;65;63;12;0;0;30;0;0;0;0;0
2019-08-23 06:45:00;9;4;10;17;21;52;50;19;20;35;58;63;49;76;74;5;0;0;30;0;0;0;0;0
2019-08-23 07:00:00;4;11;18;19;23;58;48;19;22;29;60;62;44;88;82;12;0;0;30;0;0;0;0;0
2019-08-23 07:15:00;11;10;18;17;30;60;43;25;26;39;61;54;59;85;66;13;0;0;30;0;0;0;0;0
2019-08-23 07:30:00;8;11;29;14;20;58;54;24;27;52;66;68;58;75;78;18;0;0;30;0;0;0;0;0
2019-08-23 07:45:00;7;12;18;16;26;64;50;35;31;42;52;53;59;96;89;20;0;0;30;0;0;0;0;0
2019-08-23 08:00:00;7;14;26;19;31;47;58;31;25;31;44;48;56;81;85;18;0;0;30;0;0;0;0;0
2019-08-23 08:15:00;11;14;28;20;34;63;50;43;30;48;63;65;45;105;99;20;0;0;30;0;0;0;0;0
2019-08-23 08:30:00;12;15;17;15;20;56;53;27;28;26;52;47;59;90;67;20;0;0;30;0;0;0;0;0
2019-08-23 08:45:00;15;21;27;14;28;58;48;29;36;45;60;58;58;98;91;15;0;0;30;0;0;0;0;0
2019-08-23 09:00:00;8;14;23;20;21;54;46;26;23;37;56;52;58;83;71;17;0;0;30;0;0;0;0;0
2019-08-23 09:15:00;10;17;24;14;26;70;49;25;23;45;46;33;63;105;91;17;0;0;30;0;0;0;0;0
2019-08-23 09:30:00;17;12;31;21;25;59;48;30;35;41;57;54;59;86;74;19;0;0;30;0;0;0;0;0
2019-08-23 09:45:00;14;17;26;20;20;54;57;33;38;44;56;42;73;107;86;20;0;0;30;0;0;0;0;0
2019-08-23 10:00:00;12;18;26;26;14;53;44;30;33;40;58;43;54;98;96;13;0;0;30;0;0;0;0;0
