DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2019-11-15 00:00:00;4;2;0;2;3;6;7;2;1;1;3;1;0
2019-11-15 00:15:00;5;1;0;5;4;8;8;2;2;2;1;0;0
2019-11-15 00:30:00;11;1;2;1;1;11;13;2;2;3;7;6;2
2019-11-15 00:45:00;8;4;1;7;7;6;8;1;1;4;0;1;1
2019-11-15 01:00:00;8;3;4;1;4;5;7;2;1;4;2;0;4
2019-11-15 01:15:00;5;0;0;0;3;3;4;1;0;4;1;0;0
2019-11-15 01:30:00;5;0;2;1;2;5;4;1;2;3;3;1;2
2019-11-15 01:45:00;1;1;1;0;4;5;4;0;0;0;0;0;1
2019-11-15 02:00:00;4;1;2;0;1;5;5;3;3;4;2;0;2
2019-11-15 02:15:00;4;0;0;2;1;4;4;1;0;2;1;2;0
2019-11-15 02:30:00;4;0;2;0;2;7;5;2;1;2;2;0;2
2019-11-15 02:45:00;5;0;0;1;3;8;3;1;2;7;5;0;0
2019-11-15 03:00:00;7;4;0;0;1;10;8;2;1;3;2;1;0
2019-11-15 03:15:00;5;0;2;0;1;8;8;3;2;1;3;1;2
2019-11-15 03:30:00;6;0;1;3;1;7;7;2;1;2;2;0;1
2019-11-15 03:45:00;4;1;0;4;7;9;4;1;2;3;3;1;0
2019-11-15 04:00:00;5;3;0;1;3;9;7;1;0;4;4;0;0
2019-11-15 04:15:00;12;1;0;3;7;12;7;2;0;0;0;0;0
2019-11-15 04:30:00;8;4;2;3;7;24;15;2;1;5;4;0;2
2019-11-15 04:45:00;17;3;3;0;4;20;10;4;4;2;1;0;3
2019-11-15 05:00:00;23;17;3;6;15;30;19;11;6;5;3;1;3
2019-11-15 05:15:00;32;13;4;14;20;37;31;17;9;6;2;0;4
2019-11-15 05:30:00;31;24;6;22;25;50;36;17;10;10;9;1;6
2019-11-15 05:45:00;40;35;5;31;37;66;73;35;21;13;8;2;7
2019-11-15 06:00:00;49;36;6;28;31;55;60;18;6;11;9;2;6
2019-11-15 06:15:00;55;57;11;30;32;67;71;35;26;24;12;4;9
2019-11-15 06:30:00;54;48;15;50;54;89;99;46;35;34;16;6;17
2019-11-15 06:45:00;70;65;16;68;54;102;135;59;48;42;19;6;15
2019-11-15 07:00:00;69;64;18;54;55;89;105;61;45;47;24;9;16
2019-11-15 07:15:00;66;77;20;57;51;94;116;67;48;49;22;11;19
2019-11-15 07:30:00;66;72;16;82;60;106;124;94;69;54;33;8;16
2019-11-15 07:45:00;62;52;23;103;60;106;123;87;66;68;40;12;20
2019-11-15 08:00:00;65;50;20;101;40;102;117;73;67;71;36;14;16
2019-11-15 08:15:00;59;56;20;86;41;101;101;79;72;64;45;15;19
2019-11-15 08:30:00;74;56;19;94;48;86;107;76;68;80;45;17;19
2019-11-15 08:45:00;61;61;19;87;43;93;107;77;54;62;53;17;17
2019-11-15 09:00:00;67;50;20;77;41;88;83;67;39;49;32;18;19
2019-11-15 09:15:00;71;72;25;77;52;82;94;66;56;58;33;7;24
2019-11-15 09:30:00;71;72;22;62;58;87;88;73;49;65;44;18;20
2019-11-15 09:45:00;76;72;28;83;47;93;100;78;47;82;59;23;28
2019-11-15 10:00:00;76;56;20;76;30;95;85;68;45;76;63;21;21
2019-11-15 10:15:00;80;72;20;70;42;95;86;69;45;79;68;25;21
2019-11-15 10:30:00;73;75;23;91;36;104;95;76;47;65;60;27;20
2019-11-15 10:45:00;83;62;25;73;37;87;91;77;58;105;79;28;23
2019-11-15 11:00:00;68;65;25;80;43;91;94;71;62;106;70;27;23
2019-11-15 11:15:00;86;90;21;71;29;95;97;69;56;113;81;34;21
2019-11-15 11:30:00;90;81;17;76;40;93;99;73;44;95;59;29;15
2019-11-15 11:45:00;78;77;23;70;44;82;95;67;54;103;80;46;21
2019-11-15 12:00:00;102;89;24;75;35;88;113;79;57;101;76;28;21
2019-11-15 12:15:00;81;76;32;83;35;111;103;58;51;123;86;33;30
2019-11-15 12:30:00;88;81;29;73;40;101;107;64;50;112;85;30;27
2019-11-15 12:45:00;90;80;28;72;40;89;87;71;51;118;67;30;26
2019-11-15 13:00:00;92;104;22;69;39;94;91;63;49;112;86;29;20
2019-11-15 13:15:00;91;85;15;87;41;109;96;75;54;126;89;29;17
2019-11-15 13:30:00;87;69;28;66;43;105;91;57;38;99;86;24;23
2019-11-15 13:45:00;84;84;32;92;38;96;102;69;53;122;71;25;28
2019-11-15 14:00:00;92;93;26;65;40;95;90;71;42;120;72;32;24
2019-11-15 14:15:00;97;117;32;85;47;119;108;74;50;121;69;35;27
2019-11-15 14:30:00;95;97;36;89;45;114;112;71;52;120;73;36;34
2019-11-15 14:45:00;82;98;41;103;37;96;99;80;60;119;82;25;41
2019-11-15 15:00:00;97;99;29;92;35;102;92;62;45;131;74;29;26
2019-11-15 15:15:00;98;100;31;96;41;104;87;69;44;109;78;28;32
2019-11-15 15:30:00;87;93;29;92;39;91;95;73;63;139;97;26;24
2019-11-15 15:45:00;96;78;33;85;33;106;106;73;49;120;91;30;28
2019-11-15 16:00:00;90;76;41;84;33;79;93;63;48;110;90;34;37
2019-11-15 16:15:00;92;90;33;93;33;117;108;76;48;133;91;28;31
2019-11-15 16:30:00;101;86;32;76;33;99;89;72;60;121;103;40;29
2019-11-15 16:45:00;84;86;26;92;28;86;65;63;53;119;104;35;25
2019-11-15 17:00:00;96;56;22;64;31;77;83;63;56;126;97;35;22
2019-11-15 17:15:00;85;70;33;93;38;76;83;73;48;121;86;25;28
2019-11-15 17:30:00;69;49;28;75;37;91;77;75;52;121;85;40;22
2019-11-15 17:45:00;79;60;29;72;36;74;68;67;49;123;91;37;26
2019-11-15 18:00:00;66;49;19;57;34;62;50;47;31;109;85;41;18
2019-11-15 18:15:00;62;48;23;62;36;78;68;55;48;125;79;33;22
2019-11-15 18:30:00;60;38;13;39;40;61;52;39;32;102;63;27;12
2019-11-15 18:45:00;56;31;11;40;28;61;55;44;30;88;66;21;10
2019-11-15 19:00:00;41;32;12;30;26;60;40;44;31;100;59;22;10
2019-11-15 19:15:00;44;29;11;29;25;64;42;31;23;73;53;16;9
2019-11-15 19:30:00;34;22;15;27;27;33;30;22;24;75;46;17;13
2019-11-15 19:45:00;33;18;6;20;19;38;25;19;10;53;54;16;7
2019-11-15 20:00:00;29;14;11;20;19;46;39;19;16;54;42;10;10
2019-11-15 20:15:00;32;16;11;13;20;41;38;21;11;33;34;13;11
2019-11-15 20:30:00;24;11;4;16;6;33;38;19;17;41;29;11;5
2019-11-15 20:45:00;26;13;7;17;12;40;39;13;11;22;19;7;7
2019-11-15 21:00:00;25;11;7;16;11;42;32;15;14;18;15;7;7
2019-11-15 21:15:00;32;8;3;17;8;39;33;13;13;22;16;6;3
2019-11-15 21:30:00;26;15;5;16;12;37;33;16;14;22;17;6;6
2019-11-15 21:45:00;27;6;4;9;11;40;26;7;7;23;19;10;4
2019-11-15 22:00:00;24;12;7;13;16;38;33;12;7;14;11;7;7
2019-11-15 22:15:00;20;14;6;13;12;45;37;20;20;18;8;4;6
2019-11-15 22:30:00;24;10;6;14;17;40;18;11;7;21;11;7;6
2019-11-15 22:45:00;19;8;7;13;13;33;30;13;10;22;14;5;7
2019-11-15 23:00:00;15;4;5;7;14;28;23;10;11;12;11;7;5
2019-11-15 23:15:00;16;10;12;6;13;17;19;9;6;10;8;2;12
2019-11-15 23:30:00;18;6;4;8;6;16;22;11;12;19;12;6;4
2019-11-15 23:45:00;26;12;10;5;7;30;30;3;11;17;8;5;11
